fpl_name,position,fpl_team,assists,bonus,clean_sheets,fpl_element,goals_conceded,goals_scored,fpl_kickoff_time,minutes,opponent_fpl_team_number,own_goals,penalties_missed,penalties_saved,red_cards,saves,team_a_score,team_h_score,points,value,was_home,yellow_cards,gw,season,expected_assists,expected_goals,bps,creativity,fixture,ict_index,influence,round,selected,threat,transfers_balance,transfers_in,transfers_out,expected_goal_involvements,expected_goals_conceded,starts,fpl_date
Jack Fletcher,3,11,0,0,0,667,0,0,2025-01-26T19:00:00Z,0,25,0,0,0,0,0,1,0,0,45,False,0,23,2024-25,0.0,0.0,0,0.0,225,0.0,0.0,23,893,0.0,-10,43,53,0.0,0.0,0,2025-01-26
Jack Fletcher,3,11,0,0,0,667,0,0,2025-02-02T14:00:00Z,0,5,0,0,0,0,0,2,0,0,45,True,0,24,2024-25,0.0,0.0,0,0.0,237,0.0,0.0,24,942,0.0,6,54,48,0.0,0.0,0,2025-02-02
Jack Fletcher,3,11,0,0,0,667,0,0,2025-02-16T16:30:00Z,0,17,0,0,0,0,0,0,1,0,45,False,0,25,2024-25,0.0,0.0,0,0.0,249,0.0,0.0,25,964,0.0,-5,39,44,0.0,0.0,0,2025-02-16
Jack Fletcher,3,11,0,0,0,667,0,0,2025-02-22T12:30:00Z,0,6,0,0,0,0,0,2,2,0,45,False,0,26,2024-25,0.0,0.0,0,0.0,254,0.0,0.0,26,1003,0.0,14,43,29,0.0,0.0,0,2025-02-22
Jack Fletcher,3,11,0,0,0,667,0,0,2025-02-26T19:30:00Z,0,34,0,0,0,0,0,2,3,0,45,True,0,27,2024-25,0.0,0.0,0,0.0,270,0.0,0.0,27,1007,0.0,-8,27,35,0.0,0.0,0,2025-02-26
Harry Amass,2,11,0,0,0,670,0,0,2025-01-26T19:00:00Z,0,25,0,0,0,0,0,1,0,0,40,False,0,23,2024-25,0.0,0.0,0,0.0,225,0.0,0.0,23,3259,0.0,-25,144,169,0.0,0.0,0,2025-01-26
Harry Amass,2,11,0,0,0,670,0,0,2025-02-02T14:00:00Z,0,5,0,0,0,0,0,2,0,0,40,True,0,24,2024-25,0.0,0.0,0,0.0,237,0.0,0.0,24,3408,0.0,14,132,118,0.0,0.0,0,2025-02-02
Harry Amass,2,11,0,0,0,670,0,0,2025-02-16T16:30:00Z,0,17,0,0,0,0,0,0,1,0,40,False,0,25,2024-25,0.0,0.0,0,0.0,249,0.0,0.0,25,3574,0.0,-14,139,153,0.0,0.0,0,2025-02-16
Harry Amass,2,11,0,0,0,670,0,0,2025-02-22T12:30:00Z,0,6,0,0,0,0,0,2,2,0,40,False,0,26,2024-25,0.0,0.0,0,0.0,254,0.0,0.0,26,3716,0.0,64,170,106,0.0,0.0,0,2025-02-22
Harry Amass,2,11,0,0,0,670,0,0,2025-02-26T19:30:00Z,0,34,0,0,0,0,0,2,3,0,40,True,0,27,2024-25,0.0,0.0,0,0.0,270,0.0,0.0,27,3778,0.0,-2,121,123,0.0,0.0,0,2025-02-26
Jayce Fitzgerald,3,11,0,0,0,673,0,0,2025-01-26T19:00:00Z,0,25,0,0,0,0,0,1,0,0,45,False,0,23,2024-25,0.0,0.0,0,0.0,225,0.0,0.0,23,522,0.0,-4,35,39,0.0,0.0,0,2025-01-26
Jayce Fitzgerald,3,11,0,0,0,673,0,0,2025-02-02T14:00:00Z,0,5,0,0,0,0,0,2,0,0,45,True,0,24,2024-25,0.0,0.0,0,0.0,237,0.0,0.0,24,544,0.0,1,30,29,0.0,0.0,0,2025-02-02
Jayce Fitzgerald,3,11,0,0,0,673,0,0,2025-02-16T16:30:00Z,0,17,0,0,0,0,0,0,1,0,45,False,0,25,2024-25,0.0,0.0,0,0.0,249,0.0,0.0,25,614,0.0,10,40,30,0.0,0.0,0,2025-02-16
Jayce Fitzgerald,3,11,0,0,0,673,0,0,2025-02-22T12:30:00Z,0,6,0,0,0,0,0,2,2,0,45,False,0,26,2024-25,0.0,0.0,0,0.0,254,0.0,0.0,26,616,0.0,-7,21,28,0.0,0.0,0,2025-02-22
Jayce Fitzgerald,3,11,0,0,0,673,0,0,2025-02-26T19:30:00Z,0,34,0,0,0,0,0,2,3,0,45,True,0,27,2024-25,0.0,0.0,0,0.0,270,0.0,0.0,27,624,0.0,1,15,14,0.0,0.0,0,2025-02-26
Godwill Kukonki,2,11,0,0,0,691,0,0,2025-01-26T19:00:00Z,0,25,0,0,0,0,0,1,0,0,40,False,0,23,2024-25,0.0,0.0,0,0.0,225,0.0,0.0,23,1067,0.0,-11,50,61,0.0,0.0,0,2025-01-26
Godwill Kukonki,2,11,0,0,0,691,0,0,2025-02-02T14:00:00Z,0,5,0,0,0,0,0,2,0,0,40,True,0,24,2024-25,0.0,0.0,0,0.0,237,0.0,0.0,24,1190,0.0,12,59,47,0.0,0.0,0,2025-02-02
Godwill Kukonki,2,11,0,0,0,691,0,0,2025-02-16T16:30:00Z,0,17,0,0,0,0,0,0,1,0,40,False,0,25,2024-25,0.0,0.0,0,0.0,249,0.0,0.0,25,1340,0.0,8,74,66,0.0,0.0,0,2025-02-16
Godwill Kukonki,2,11,0,0,0,691,0,0,2025-02-22T12:30:00Z,0,6,0,0,0,0,0,2,2,0,40,False,0,26,2024-25,0.0,0.0,0,0.0,254,0.0,0.0,26,1422,0.0,17,70,53,0.0,0.0,0,2025-02-22
Godwill Kukonki,2,11,0,0,0,691,0,0,2025-02-26T19:30:00Z,0,34,0,0,0,0,0,2,3,0,40,True,0,27,2024-25,0.0,0.0,0,0.0,270,0.0,0.0,27,1426,0.0,-34,32,66,0.0,0.0,0,2025-02-26
Alex Murphy,2,23,0,0,0,390,0,0,2025-01-25T15:00:00Z,0,13,0,0,0,0,0,3,1,0,40,False,0,23,2024-25,0.0,0.0,0,0.0,228,0.0,0.0,23,76944,0.0,-4985,645,5630,0.0,0.0,0,2025-01-25
Alex Murphy,2,23,0,0,0,390,0,0,2025-02-01T15:00:00Z,0,25,0,0,0,0,0,2,1,0,40,True,0,24,2024-25,0.0,0.0,0,0.0,238,0.0,0.0,24,72371,0.0,-4596,0,4596,0.0,0.0,0,2025-02-01
Alex Murphy,2,23,0,0,0,390,0,0,2025-02-15T15:00:00Z,0,10,0,0,0,0,0,0,4,0,40,False,0,25,2024-25,0.0,0.0,0,0.0,247,0.0,0.0,25,68655,0.0,-3805,0,3805,0.0,0.0,0,2025-02-15
Alex Murphy,2,23,0,0,0,390,0,0,2025-02-23T14:00:00Z,0,32,0,0,0,0,0,3,4,0,40,True,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,66631,0.0,-2133,0,2133,0.0,0.0,0,2025-02-23
Alex Murphy,2,23,0,0,0,390,0,0,2025-02-26T20:15:00Z,0,9,0,0,0,0,0,0,2,0,40,False,0,27,2024-25,0.0,0.0,0,0.0,269,0.0,0.0,27,65182,0.0,-1476,0,1476,0.0,0.0,0,2025-02-26
Martin Dúbravka,1,23,0,0,0,396,1,0,2025-01-25T15:00:00Z,90,13,0,0,0,0,4,3,1,3,43,False,0,23,2024-25,0.0,0.0,11,0.0,228,3.1,31.0,23,359230,0.0,39109,57159,18050,0.0,0.76,1,2025-01-25
Martin Dúbravka,1,23,0,0,0,396,2,0,2025-02-01T15:00:00Z,90,25,0,0,0,0,2,2,1,1,43,True,0,24,2024-25,0.0,0.0,5,0.0,238,1.0,10.4,24,371784,0.0,10474,31795,21321,0.0,1.56,1,2025-02-01
Martin Dúbravka,1,23,0,0,0,396,4,0,2025-02-15T15:00:00Z,90,10,0,0,0,0,3,0,4,1,43,False,0,25,2024-25,0.0,0.0,0,0.0,247,2.4,23.8,25,349462,0.0,-20844,11628,32472,0.0,1.9,1,2025-02-15
Martin Dúbravka,1,23,0,0,0,396,0,0,2025-02-23T14:00:00Z,0,32,0,0,0,0,0,3,4,0,43,True,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,340080,0.0,-11656,3549,15205,0.0,0.0,0,2025-02-23
Martin Dúbravka,1,23,0,0,0,396,0,0,2025-02-26T20:15:00Z,0,9,0,0,0,0,0,0,2,0,43,False,0,27,2024-25,0.0,0.0,0,0.0,269,0.0,0.0,27,304018,0.0,-36054,1203,37257,0.0,0.0,0,2025-02-26
Isaac Hayden,3,23,0,0,0,400,0,0,2025-01-25T15:00:00Z,0,13,0,0,0,0,0,3,1,0,44,False,0,23,2024-25,0.0,0.0,0,0.0,228,0.0,0.0,23,8167,0.0,-695,0,695,0.0,0.0,0,2025-01-25
Isaac Hayden,3,23,0,0,0,400,0,0,2025-02-01T15:00:00Z,0,25,0,0,0,0,0,2,1,0,44,True,0,24,2024-25,0.0,0.0,0,0.0,238,0.0,0.0,24,7806,0.0,-378,0,378,0.0,0.0,0,2025-02-01
Isaac Hayden,3,23,0,0,0,400,0,0,2025-02-15T15:00:00Z,0,10,0,0,0,0,0,0,4,0,44,False,0,25,2024-25,0.0,0.0,0,0.0,247,0.0,0.0,25,7496,0.0,-319,0,319,0.0,0.0,0,2025-02-15
Isaac Hayden,3,23,0,0,0,400,0,0,2025-02-23T14:00:00Z,0,32,0,0,0,0,0,3,4,0,44,True,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,7301,0.0,-204,0,204,0.0,0.0,0,2025-02-23
Isaac Hayden,3,23,0,0,0,400,0,0,2025-02-26T20:15:00Z,0,9,0,0,0,0,0,0,2,0,44,False,0,27,2024-25,0.0,0.0,0,0.0,269,0.0,0.0,27,7126,0.0,-175,0,175,0.0,0.0,0,2025-02-26
Garang Kuol,3,23,0,0,0,406,0,0,2025-01-25T15:00:00Z,0,13,0,0,0,0,0,3,1,0,44,False,0,23,2024-25,0.0,0.0,0,0.0,228,0.0,0.0,23,6599,0.0,-15,362,377,0.0,0.0,0,2025-01-25
Garang Kuol,3,23,0,0,0,406,0,0,2025-02-01T15:00:00Z,0,25,0,0,0,0,0,2,1,0,44,True,0,24,2024-25,0.0,0.0,0,0.0,238,0.0,0.0,24,6896,0.0,128,424,296,0.0,0.0,0,2025-02-01
Garang Kuol,3,23,0,0,0,406,0,0,2025-02-15T15:00:00Z,0,10,0,0,0,0,0,0,4,0,44,False,0,25,2024-25,0.0,0.0,0,0.0,247,0.0,0.0,25,7243,0.0,223,589,366,0.0,0.0,0,2025-02-15
Garang Kuol,3,23,0,0,0,406,0,0,2025-02-23T14:00:00Z,0,32,0,0,0,0,0,3,4,0,44,True,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,7280,0.0,12,333,321,0.0,0.0,0,2025-02-23
Garang Kuol,3,23,0,0,0,406,0,0,2025-02-26T20:15:00Z,0,9,0,0,0,0,0,0,2,0,44,False,0,27,2024-25,0.0,0.0,0,0.0,269,0.0,0.0,27,7371,0.0,37,278,241,0.0,0.0,0,2025-02-26
Jamaal Lascelles,2,23,0,0,0,407,0,0,2025-01-25T15:00:00Z,0,13,0,0,0,0,0,3,1,0,45,False,0,23,2024-25,0.0,0.0,0,0.0,228,0.0,0.0,23,552,0.0,-14,26,40,0.0,0.0,0,2025-01-25
Jamaal Lascelles,2,23,0,0,0,407,0,0,2025-02-01T15:00:00Z,0,25,0,0,0,0,0,2,1,0,45,True,0,24,2024-25,0.0,0.0,0,0.0,238,0.0,0.0,24,546,0.0,-10,20,30,0.0,0.0,0,2025-02-01
Jamaal Lascelles,2,23,0,0,0,407,0,0,2025-02-15T15:00:00Z,0,10,0,0,0,0,0,0,4,0,45,False,0,25,2024-25,0.0,0.0,0,0.0,247,0.0,0.0,25,576,0.0,25,50,25,0.0,0.0,0,2025-02-15
Jamaal Lascelles,2,23,0,0,0,407,0,0,2025-02-23T14:00:00Z,0,32,0,0,0,0,0,3,4,0,45,True,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,575,0.0,-1,23,24,0.0,0.0,0,2025-02-23
Jamaal Lascelles,2,23,0,0,0,407,0,0,2025-02-26T20:15:00Z,0,9,0,0,0,0,0,0,2,0,45,False,0,27,2024-25,0.0,0.0,0,0.0,269,0.0,0.0,27,570,0.0,-6,28,34,0.0,0.0,0,2025-02-26
Jamal Lewis,2,23,0,0,0,408,0,0,2025-01-25T15:00:00Z,0,13,0,0,0,0,0,3,1,0,40,False,0,23,2024-25,0.0,0.0,0,0.0,228,0.0,0.0,23,16247,0.0,-294,0,294,0.0,0.0,0,2025-01-25
Jamal Lewis,2,23,0,0,0,408,0,0,2025-02-01T15:00:00Z,0,25,0,0,0,0,0,2,1,0,40,True,0,24,2024-25,0.0,0.0,0,0.0,238,0.0,0.0,24,16058,0.0,-188,0,188,0.0,0.0,0,2025-02-01
Jamal Lewis,2,23,0,0,0,408,0,0,2025-02-15T15:00:00Z,0,10,0,0,0,0,0,0,4,0,40,False,0,25,2024-25,0.0,0.0,0,0.0,247,0.0,0.0,25,15882,0.0,-174,0,174,0.0,0.0,0,2025-02-15
Jamal Lewis,2,23,0,0,0,408,0,0,2025-02-23T14:00:00Z,0,32,0,0,0,0,0,3,4,0,40,True,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,15769,0.0,-123,0,123,0.0,0.0,0,2025-02-23
Jamal Lewis,2,23,0,0,0,408,0,0,2025-02-26T20:15:00Z,0,9,0,0,0,0,0,0,2,0,40,False,0,27,2024-25,0.0,0.0,0,0.0,269,0.0,0.0,27,15684,0.0,-84,0,84,0.0,0.0,0,2025-02-26
Lewis Miley,3,23,0,0,0,411,0,0,2025-01-25T15:00:00Z,11,13,0,0,0,0,0,3,1,1,50,False,0,23,2024-25,0.01,0.0,3,1.1,228,0.2,0.8,23,1338,0.0,-44,53,97,0.01,0.1,0,2025-01-25
Lewis Miley,3,23,0,0,0,411,0,0,2025-02-01T15:00:00Z,3,25,0,0,0,0,0,2,1,1,50,True,0,24,2024-25,0.0,0.0,3,0.5,238,0.1,0.0,24,1404,0.0,-12,60,72,0.0,0.0,0,2025-02-01
Lewis Miley,3,23,0,0,0,411,1,0,2025-02-15T15:00:00Z,45,10,0,0,0,0,0,0,4,1,50,False,0,25,2024-25,0.01,0.41,11,1.5,247,2.8,9.8,25,1470,17.0,-4,83,87,0.42,0.8,0,2025-02-15
Lewis Miley,3,23,0,1,0,411,3,1,2025-02-23T14:00:00Z,90,32,0,0,0,0,0,3,4,8,50,True,0,26,2024-25,0.04,0.16,31,14.3,259,9.2,51.8,26,1513,26.0,15,63,48,0.2,2.18,1,2025-02-23
Lewis Miley,3,23,0,0,0,411,0,0,2025-02-26T20:15:00Z,21,9,0,0,0,0,0,0,2,1,50,False,0,27,2024-25,0.02,0.0,3,1.6,269,0.4,2.4,27,1929,0.0,360,419,59,0.02,1.03,0,2025-02-26
Odysseas Vlachodimos,1,23,0,0,0,412,0,0,2025-01-25T15:00:00Z,0,13,0,0,0,0,0,3,1,0,43,False,0,23,2024-25,0.0,0.0,0,0.0,228,0.0,0.0,23,10943,0.0,-177,75,252,0.0,0.0,0,2025-01-25
Odysseas Vlachodimos,1,23,0,0,0,412,0,0,2025-02-01T15:00:00Z,0,25,0,0,0,0,0,2,1,0,43,True,0,24,2024-25,0.0,0.0,0,0.0,238,0.0,0.0,24,10862,0.0,-130,43,173,0.0,0.0,0,2025-02-01
Odysseas Vlachodimos,1,23,0,0,0,412,0,0,2025-02-15T15:00:00Z,0,10,0,0,0,0,0,0,4,0,43,False,0,25,2024-25,0.0,0.0,0,0.0,247,0.0,0.0,25,10852,0.0,-101,54,155,0.0,0.0,0,2025-02-15
Odysseas Vlachodimos,1,23,0,0,0,412,0,0,2025-02-23T14:00:00Z,0,32,0,0,0,0,0,3,4,0,43,True,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,10842,0.0,-49,30,79,0.0,0.0,0,2025-02-23
Odysseas Vlachodimos,1,23,0,0,0,412,0,0,2025-02-26T20:15:00Z,0,9,0,0,0,0,0,0,2,0,43,False,0,27,2024-25,0.0,0.0,0,0.0,269,0.0,0.0,27,10810,0.0,-65,27,92,0.0,0.0,0,2025-02-26
John Ruddy,1,23,0,0,0,414,0,0,2025-01-25T15:00:00Z,0,13,0,0,0,0,0,3,1,0,40,False,0,23,2024-25,0.0,0.0,0,0.0,228,0.0,0.0,23,29791,0.0,-611,112,723,0.0,0.0,0,2025-01-25
John Ruddy,1,23,0,0,0,414,0,0,2025-02-01T15:00:00Z,0,25,0,0,0,0,0,2,1,0,39,True,0,24,2024-25,0.0,0.0,0,0.0,238,0.0,0.0,24,30576,0.0,320,827,507,0.0,0.0,0,2025-02-01
John Ruddy,1,23,0,0,0,414,0,0,2025-02-15T15:00:00Z,0,10,0,0,0,0,0,0,4,0,39,False,0,25,2024-25,0.0,0.0,0,0.0,247,0.0,0.0,25,31258,0.0,531,935,404,0.0,0.0,0,2025-02-15
John Ruddy,1,23,0,0,0,414,0,0,2025-02-23T14:00:00Z,0,32,0,0,0,0,0,3,4,0,39,True,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,31210,0.0,18,464,446,0.0,0.0,0,2025-02-23
John Ruddy,1,23,0,0,0,414,0,0,2025-02-26T20:15:00Z,0,9,0,0,0,0,0,0,2,0,39,False,0,27,2024-25,0.0,0.0,0,0.0,269,0.0,0.0,27,31541,0.0,222,567,345,0.0,0.0,0,2025-02-26
Joe White,3,23,0,0,0,419,0,0,2025-01-25T15:00:00Z,0,13,0,0,0,0,0,3,1,0,45,False,0,23,2024-25,0.0,0.0,0,0.0,228,0.0,0.0,23,14344,0.0,-190,0,190,0.0,0.0,0,2025-01-25
Joe White,3,23,0,0,0,419,0,0,2025-02-01T15:00:00Z,0,25,0,0,0,0,0,2,1,0,45,True,0,24,2024-25,0.0,0.0,0,0.0,238,0.0,0.0,24,14209,0.0,-131,0,131,0.0,0.0,0,2025-02-01
Joe White,3,23,0,0,0,419,0,0,2025-02-15T15:00:00Z,0,10,0,0,0,0,0,0,4,0,45,False,0,25,2024-25,0.0,0.0,0,0.0,247,0.0,0.0,25,14075,0.0,-140,0,140,0.0,0.0,0,2025-02-15
Joe White,3,23,0,0,0,419,0,0,2025-02-23T14:00:00Z,0,32,0,0,0,0,0,3,4,0,45,True,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,13980,0.0,-94,0,94,0.0,0.0,0,2025-02-23
Joe White,3,23,0,0,0,419,0,0,2025-02-26T20:15:00Z,0,9,0,0,0,0,0,0,2,0,45,False,0,27,2024-25,0.0,0.0,0,0.0,269,0.0,0.0,27,13914,0.0,-72,0,72,0.0,0.0,0,2025-02-26
Miodrag Pivaš,2,23,0,0,0,574,0,0,2025-01-25T15:00:00Z,0,13,0,0,0,0,0,3,1,0,40,False,0,23,2024-25,0.0,0.0,0,0.0,228,0.0,0.0,23,6748,0.0,-97,0,97,0.0,0.0,0,2025-01-25
Miodrag Pivaš,2,23,0,0,0,574,0,0,2025-02-01T15:00:00Z,0,25,0,0,0,0,0,2,1,0,40,True,0,24,2024-25,0.0,0.0,0,0.0,238,0.0,0.0,24,6693,0.0,-54,0,54,0.0,0.0,0,2025-02-01
Miodrag Pivaš,2,23,0,0,0,574,0,0,2025-02-15T15:00:00Z,0,10,0,0,0,0,0,0,4,0,40,False,0,25,2024-25,0.0,0.0,0,0.0,247,0.0,0.0,25,6645,0.0,-49,0,49,0.0,0.0,0,2025-02-15
Miodrag Pivaš,2,23,0,0,0,574,0,0,2025-02-23T14:00:00Z,0,32,0,0,0,0,0,3,4,0,40,True,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,6619,0.0,-28,0,28,0.0,0.0,0,2025-02-23
Miodrag Pivaš,2,23,0,0,0,574,0,0,2025-02-26T20:15:00Z,0,9,0,0,0,0,0,0,2,0,40,False,0,27,2024-25,0.0,0.0,0,0.0,269,0.0,0.0,27,6591,0.0,-28,0,28,0.0,0.0,0,2025-02-26
Josh Bowler,3,32,0,0,0,426,0,0,2025-01-25T15:00:00Z,0,2,0,0,0,0,0,0,5,0,45,False,0,23,2024-25,0.0,0.0,0,0.0,222,0.0,0.0,23,1984,0.0,-25,0,25,0.0,0.0,0,2025-01-25
Josh Bowler,3,32,0,0,0,426,0,0,2025-02-01T12:30:00Z,0,21,0,0,0,0,0,0,7,0,45,True,0,24,2024-25,0.0,0.0,0,0.0,239,0.0,0.0,24,1965,0.0,-18,0,18,0.0,0.0,0,2025-02-01
Josh Bowler,3,32,0,0,0,426,0,0,2025-02-15T15:00:00Z,0,25,0,0,0,0,0,1,2,0,45,False,0,25,2024-25,0.0,0.0,0,0.0,244,0.0,0.0,25,1945,0.0,-20,0,20,0.0,0.0,0,2025-02-15
Josh Bowler,3,32,0,0,0,426,0,0,2025-02-23T14:00:00Z,0,23,0,0,0,0,0,3,4,0,45,False,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,1933,0.0,-14,0,14,0.0,0.0,0,2025-02-23
Josh Bowler,3,32,0,0,0,426,0,0,2025-02-26T19:30:00Z,0,1,0,0,0,0,0,0,0,0,45,True,0,27,2024-25,0.0,0.0,0,0.0,264,0.0,0.0,27,1918,0.0,-15,0,15,0.0,0.0,0,2025-02-26
Carlos Miguel dos Santos Pereira,1,32,0,0,0,427,0,0,2025-01-25T15:00:00Z,0,2,0,0,0,0,0,0,5,0,42,False,0,23,2024-25,0.0,0.0,0,0.0,222,0.0,0.0,23,18048,0.0,-190,339,529,0.0,0.0,0,2025-01-25
Carlos Miguel dos Santos Pereira,1,32,0,0,0,427,0,0,2025-02-01T12:30:00Z,0,21,0,0,0,0,0,0,7,0,41,True,0,24,2024-25,0.0,0.0,0,0.0,239,0.0,0.0,24,17956,0.0,-199,255,454,0.0,0.0,0,2025-02-01
Carlos Miguel dos Santos Pereira,1,32,0,0,0,427,0,0,2025-02-15T15:00:00Z,0,25,0,0,0,0,0,1,2,0,41,False,0,25,2024-25,0.0,0.0,0,0.0,244,0.0,0.0,25,17837,0.0,-254,329,583,0.0,0.0,0,2025-02-15
Carlos Miguel dos Santos Pereira,1,32,0,0,0,427,0,0,2025-02-23T14:00:00Z,0,23,0,0,0,0,0,3,4,0,41,False,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,17182,0.0,-664,50,714,0.0,0.0,0,2025-02-23
Carlos Miguel dos Santos Pereira,1,32,0,0,0,427,0,0,2025-02-26T19:30:00Z,0,1,0,0,0,0,0,0,0,0,41,True,0,27,2024-25,0.0,0.0,0,0.0,264,0.0,0.0,27,16789,0.0,-410,27,437,0.0,0.0,0,2025-02-26
Eric da Silva Moreira,3,32,0,0,0,428,0,0,2025-01-25T15:00:00Z,0,2,0,0,0,0,0,0,5,0,44,False,0,23,2024-25,0.0,0.0,0,0.0,222,0.0,0.0,23,9490,0.0,-241,322,563,0.0,0.0,0,2025-01-25
Eric da Silva Moreira,3,32,0,0,0,428,0,0,2025-02-01T12:30:00Z,0,21,0,0,0,0,0,0,7,0,44,True,0,24,2024-25,0.0,0.0,0,0.0,239,0.0,0.0,24,9596,0.0,-13,395,408,0.0,0.0,0,2025-02-01
Eric da Silva Moreira,3,32,0,0,0,428,0,0,2025-02-15T15:00:00Z,0,25,0,0,0,0,0,1,2,0,44,False,0,25,2024-25,0.0,0.0,0,0.0,244,0.0,0.0,25,9527,0.0,-155,404,559,0.0,0.0,0,2025-02-15
Eric da Silva Moreira,3,32,0,0,0,428,0,0,2025-02-23T14:00:00Z,0,23,0,0,0,0,0,3,4,0,44,False,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,9527,0.0,-59,270,329,0.0,0.0,0,2025-02-23
Eric da Silva Moreira,3,32,0,0,0,428,0,0,2025-02-26T19:30:00Z,0,1,0,0,0,0,0,0,0,0,44,True,0,27,2024-25,0.0,0.0,0,0.0,264,0.0,0.0,27,9480,0.0,-68,180,248,0.0,0.0,0,2025-02-26
Emmanuel Dennis,4,32,0,0,0,430,0,0,2025-01-25T15:00:00Z,0,2,0,0,0,0,0,0,5,0,49,False,0,23,2024-25,0.0,0.0,0,0.0,222,0.0,0.0,23,27999,0.0,-507,774,1281,0.0,0.0,0,2025-01-25
Emmanuel Dennis,4,32,0,0,0,430,0,0,2025-02-01T12:30:00Z,0,21,0,0,0,0,0,0,7,0,49,True,0,24,2024-25,0.0,0.0,0,0.0,239,0.0,0.0,24,27842,0.0,-416,614,1030,0.0,0.0,0,2025-02-01
Emmanuel Dennis,4,32,0,0,0,430,0,0,2025-02-15T15:00:00Z,0,25,0,0,0,0,0,1,2,0,49,False,0,25,2024-25,0.0,0.0,0,0.0,244,0.0,0.0,25,26315,0.0,-1633,293,1926,0.0,0.0,0,2025-02-15
Emmanuel Dennis,4,32,0,0,0,430,0,0,2025-02-23T14:00:00Z,0,23,0,0,0,0,0,3,4,0,49,False,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,25195,0.0,-1167,0,1167,0.0,0.0,0,2025-02-23
Emmanuel Dennis,4,32,0,0,0,430,0,0,2025-02-26T19:30:00Z,0,1,0,0,0,0,0,0,0,0,49,True,0,27,2024-25,0.0,0.0,0,0.0,264,0.0,0.0,27,24587,0.0,-625,0,625,0.0,0.0,0,2025-02-26
Alex Mighten,3,32,0,0,0,435,0,0,2025-01-25T15:00:00Z,0,2,0,0,0,0,0,0,5,0,45,False,0,23,2024-25,0.0,0.0,0,0.0,222,0.0,0.0,23,1479,0.0,-12,0,12,0.0,0.0,0,2025-01-25
Alex Mighten,3,32,0,0,0,435,0,0,2025-02-01T12:30:00Z,0,21,0,0,0,0,0,0,7,0,45,True,0,24,2024-25,0.0,0.0,0,0.0,239,0.0,0.0,24,1457,0.0,-24,0,24,0.0,0.0,0,2025-02-01
Alex Mighten,3,32,0,0,0,435,0,0,2025-02-15T15:00:00Z,0,25,0,0,0,0,0,1,2,0,45,False,0,25,2024-25,0.0,0.0,0,0.0,244,0.0,0.0,25,1443,0.0,-12,0,12,0.0,0.0,0,2025-02-15
Alex Mighten,3,32,0,0,0,435,0,0,2025-02-23T14:00:00Z,0,23,0,0,0,0,0,3,4,0,45,False,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,1432,0.0,-15,0,15,0.0,0.0,0,2025-02-23
Alex Mighten,3,32,0,0,0,435,0,0,2025-02-26T19:30:00Z,0,1,0,0,0,0,0,0,0,0,45,True,0,27,2024-25,0.0,0.0,0,0.0,264,0.0,0.0,27,1419,0.0,-12,0,12,0.0,0.0,0,2025-02-26
Omar Richards,2,32,0,0,0,438,0,0,2025-01-25T15:00:00Z,0,2,0,0,0,0,0,0,5,0,45,False,0,23,2024-25,0.0,0.0,0,0.0,222,0.0,0.0,23,1895,0.0,-13,0,13,0.0,0.0,0,2025-01-25
Omar Richards,2,32,0,0,0,438,0,0,2025-02-01T12:30:00Z,0,21,0,0,0,0,0,0,7,0,45,True,0,24,2024-25,0.0,0.0,0,0.0,239,0.0,0.0,24,1888,0.0,-7,0,7,0.0,0.0,0,2025-02-01
Omar Richards,2,32,0,0,0,438,0,0,2025-02-15T15:00:00Z,0,25,0,0,0,0,0,1,2,0,45,False,0,25,2024-25,0.0,0.0,0,0.0,244,0.0,0.0,25,1871,0.0,-17,0,17,0.0,0.0,0,2025-02-15
Omar Richards,2,32,0,0,0,438,0,0,2025-02-23T14:00:00Z,0,23,0,0,0,0,0,3,4,0,45,False,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,1865,0.0,-6,0,6,0.0,0.0,0,2025-02-23
Omar Richards,2,32,0,0,0,438,0,0,2025-02-26T19:30:00Z,0,1,0,0,0,0,0,0,0,0,45,True,0,27,2024-25,0.0,0.0,0,0.0,264,0.0,0.0,27,1861,0.0,-2,0,2,0.0,0.0,0,2025-02-26
